Project_ID,Industry,Agent_Type,Primary_Tool,Status,Failure_Reason,Human_in_the_Loop_Ratio,Tokens_per_Task,ROI_Score
AGP-1548,Insurance,Autonomous,CrewAI,Pilot,Schema Drift,0.16,1062,0.67
AGP-1549,Legal,Assistant,CrewAI,Abandoned,Cost Overrun,0.743,5985,-0.77
AGP-1550,Healthcare,Assistant,LangGraph,Pilot,Schema Drift,0.865,5874,0.76
AGP-1551,Finance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.412,3696,-0.23
AGP-1552,Retail,Assistant,LangGraph,Production,,0.7,3208,3.36
AGP-1553,Legal,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.925,6478,-0.45
AGP-1554,Legal,Assistant,LangGraph,Abandoned,Loop Error,0.393,5077,-0.49
AGP-1555,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.444,6900,-0.65
AGP-1556,Insurance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.519,7555,-1.31
AGP-1557,Government,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.165,4944,-0.6
AGP-1558,Manufacturing,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.517,5937,0.05
AGP-1559,Technology,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.956,4080,-0.09
AGP-1560,Government,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.607,6502,0.3
AGP-1561,Telecom,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.54,5563,-0.31
AGP-1562,Technology,Assistant,LangGraph,Abandoned,Cost Overrun,0.725,5323,-0.67
AGP-1563,Government,Autonomous,LangGraph,Production,,0.508,3900,1.85
AGP-1564,Government,Assistant,AutoGPT 3.0,Abandoned,Cost Overrun,0.698,6422,-1.24
AGP-1565,Insurance,Autonomous,CrewAI,Pilot,Loop Error,0.544,4855,-0.14
AGP-1566,Retail,Multi-agent Swarm,CrewAI,Production,,0.761,4638,3.84
AGP-1567,Finance,Autonomous,CrewAI,Pilot,Security Violation,0.147,4825,-1.08
AGP-1568,Finance,Assistant,CrewAI,Production,,0.674,5079,2.51
AGP-1569,Retail,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.606,5348,0.16
AGP-1570,Manufacturing,Autonomous,AutoGPT 3.0,Pilot,Schema Drift,0.177,7030,0.05
AGP-1571,Retail,Assistant,CrewAI,Pilot,Loop Error,0.718,5044,0.12
AGP-1572,Manufacturing,Assistant,CrewAI,Pilot,Cost Overrun,0.723,3867,0.19
AGP-1573,Manufacturing,Assistant,CrewAI,Production,,0.756,4504,2.41
AGP-1574,Energy,Autonomous,CrewAI,Abandoned,Security Violation,0.369,5371,-1.11
AGP-1575,Finance,Autonomous,CrewAI,Abandoned,Cost Overrun,0.232,4068,0.05
AGP-1576,Healthcare,Assistant,CrewAI,Pilot,Loop Error,0.964,6413,-0.07
AGP-1577,Insurance,Assistant,CrewAI,Abandoned,Security Violation,0.982,5277,-0.44
AGP-1578,Energy,Assistant,AutoGPT 3.0,Production,,0.873,5658,2.47
AGP-1579,Telecom,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.207,3857,-0.67
AGP-1580,Government,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.855,5106,-0.42
AGP-1581,Government,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.681,5408,1.23
AGP-1582,Legal,Autonomous,CrewAI,Pilot,Loop Error,0.115,3417,1.44
AGP-1583,Retail,Assistant,CrewAI,Pilot,Schema Drift,0.376,3882,0.53
AGP-1584,Healthcare,Autonomous,LangGraph,Pilot,Cost Overrun,0.265,3015,0.19
AGP-1585,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.81,4535,1.96
AGP-1586,Government,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.61,5296,1.27
AGP-1587,Legal,Assistant,LangGraph,Pilot,Schema Drift,0.664,4961,0.4
AGP-1588,Manufacturing,Assistant,AutoGPT 3.0,Abandoned,Schema Drift,0.342,9938,-2.0
AGP-1589,Legal,Autonomous,AutoGPT 3.0,Production,,0.271,5710,3.05
AGP-1590,Healthcare,Autonomous,CrewAI,Pilot,Security Violation,0.146,5269,1.8
AGP-1591,Healthcare,Autonomous,LangGraph,Abandoned,Cost Overrun,0.445,5068,-1.64
AGP-1592,Finance,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.581,7882,-0.12
AGP-1593,Telecom,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.457,6536,0.58
AGP-1594,Retail,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.074,10269,-0.35
AGP-1595,Energy,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.283,3430,-0.15
AGP-1596,Technology,Autonomous,LangGraph,Production,,0.168,4965,3.46
AGP-1597,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.712,6043,0.69
AGP-1598,Healthcare,Assistant,LangGraph,Pilot,Loop Error,0.578,3162,1.06
AGP-1599,Energy,Assistant,LangGraph,Production,,0.88,2532,3.97
AGP-1600,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.815,5890,-0.9
AGP-1601,Government,Autonomous,LangGraph,Pilot,Cost Overrun,0.065,3837,0.66
AGP-1602,Finance,Assistant,LangGraph,Pilot,Schema Drift,0.671,5198,-0.6
AGP-1603,Technology,Assistant,LangGraph,Pilot,Loop Error,0.619,2541,0.09
AGP-1604,Energy,Autonomous,LangGraph,Abandoned,Schema Drift,0.325,3461,-0.12
AGP-1605,Healthcare,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.728,6671,0.09
AGP-1606,Healthcare,Autonomous,LangGraph,Abandoned,Cost Overrun,0.175,4152,-0.59
AGP-1607,Telecom,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.786,7500,0.78
AGP-1608,Healthcare,Assistant,LangGraph,Pilot,Loop Error,0.863,4653,0.3
AGP-1609,Retail,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.618,7452,-0.63
AGP-1610,Retail,Assistant,LangGraph,Pilot,Security Violation,0.816,4827,-0.9
AGP-1611,Healthcare,Autonomous,CrewAI,Abandoned,Loop Error,0.621,1912,-0.31
AGP-1612,Insurance,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.252,6089,1.4
AGP-1613,Insurance,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.436,4088,0.31
AGP-1614,Retail,Assistant,LangGraph,Pilot,Schema Drift,0.689,3104,0.73
AGP-1615,Energy,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.326,11251,0.12
AGP-1616,Healthcare,Autonomous,LangGraph,Abandoned,Security Violation,0.121,3565,-0.4
AGP-1617,Finance,Assistant,LangGraph,Pilot,Loop Error,0.664,5281,-0.32
AGP-1618,Manufacturing,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.644,3646,0.23
AGP-1619,Telecom,Autonomous,LangGraph,Abandoned,Schema Drift,0.46,4367,-0.28
AGP-1620,Finance,Assistant,LangGraph,Abandoned,Loop Error,0.536,3385,-1.07
AGP-1621,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Production,,0.477,10533,1.77
AGP-1622,Manufacturing,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.291,6497,-0.32
AGP-1623,Energy,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.395,8544,-0.33
AGP-1624,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.786,5201,0.57
AGP-1625,Retail,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.264,6727,-0.35
AGP-1626,Insurance,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.387,9145,-1.04
AGP-1627,Retail,Assistant,CrewAI,Pilot,Schema Drift,0.956,2314,0.44
AGP-1628,Healthcare,Assistant,CrewAI,Production,,0.752,3814,3.27
AGP-1629,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.676,3792,1.39
AGP-1630,Retail,Multi-agent Swarm,CrewAI,Production,,0.265,10145,1.72
AGP-1631,Retail,Assistant,CrewAI,Pilot,Loop Error,0.779,4766,1.44
AGP-1632,Government,Assistant,LangGraph,Abandoned,Loop Error,0.886,3659,-0.54
AGP-1633,Technology,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.72,4736,0.17
AGP-1634,Technology,Assistant,CrewAI,Production,,0.967,4249,3.24
AGP-1635,Telecom,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.566,9418,0.8
AGP-1636,Retail,Autonomous,LangGraph,Abandoned,Loop Error,0.662,4343,-0.46
AGP-1637,Retail,Assistant,LangGraph,Pilot,Loop Error,0.687,5278,0.75
AGP-1638,Government,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.326,7036,-0.17
AGP-1639,Healthcare,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.724,4570,1.23
AGP-1640,Technology,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.366,7218,0.76
AGP-1641,Insurance,Assistant,LangGraph,Pilot,Schema Drift,0.734,3927,0.04
AGP-1642,Finance,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.745,10478,-0.41
AGP-1643,Retail,Autonomous,LangGraph,Pilot,Schema Drift,0.25,3375,1.91
AGP-1644,Healthcare,Assistant,LangGraph,Production,,0.99,2537,2.34
AGP-1645,Healthcare,Assistant,CrewAI,Pilot,Schema Drift,0.709,3298,0.4
AGP-1646,Retail,Autonomous,LangGraph,Abandoned,Loop Error,0.256,4798,-1.02
AGP-1647,Healthcare,Autonomous,LangGraph,Pilot,Security Violation,0.633,4229,0.51
AGP-1648,Insurance,Assistant,LangGraph,Pilot,Schema Drift,0.826,3023,0.96
AGP-1649,Government,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.866,8090,0.4
AGP-1650,Energy,Assistant,LangGraph,Pilot,Security Violation,0.59,500,1.23
AGP-1651,Healthcare,Autonomous,CrewAI,Pilot,Schema Drift,0.12,4304,0.97
AGP-1652,Healthcare,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.625,5123,0.5
AGP-1653,Healthcare,Assistant,CrewAI,Pilot,Loop Error,0.583,4305,0.78
AGP-1654,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.962,4367,-0.16
AGP-1655,Telecom,Assistant,CrewAI,Pilot,Cost Overrun,0.613,4622,-0.14
AGP-1656,Retail,Autonomous,LangGraph,Abandoned,Loop Error,0.177,6051,0.57
AGP-1657,Healthcare,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.458,4379,0.4
AGP-1658,Energy,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.13,8662,0.82
AGP-1659,Retail,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.622,2385,1.83
AGP-1660,Finance,Autonomous,CrewAI,Pilot,Loop Error,0.104,3910,-0.09
AGP-1661,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.924,2249,0.23
AGP-1662,Technology,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.2,5863,-0.49
AGP-1663,Insurance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.436,5105,-0.66
AGP-1664,Healthcare,Assistant,AutoGPT 3.0,Production,,0.669,7994,3.34
AGP-1665,Government,Assistant,LangGraph,Pilot,Schema Drift,0.978,4801,0.59
AGP-1666,Energy,Autonomous,CrewAI,Pilot,Cost Overrun,0.126,1943,0.53
AGP-1667,Energy,Autonomous,AutoGPT 3.0,Abandoned,Schema Drift,0.365,6518,-0.49
AGP-1668,Healthcare,Assistant,CrewAI,Pilot,Loop Error,0.747,5942,-0.95
AGP-1669,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.716,2893,1.26
AGP-1670,Government,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.641,4324,0.91
AGP-1671,Legal,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.645,5900,0.3
AGP-1672,Technology,Assistant,LangGraph,Production,,0.769,3036,2.19
AGP-1673,Insurance,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.433,8727,0.72
AGP-1674,Finance,Autonomous,CrewAI,Pilot,Security Violation,0.317,3928,-0.64
AGP-1675,Insurance,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.394,7564,-1.23
AGP-1676,Government,Assistant,LangGraph,Abandoned,Schema Drift,0.927,2279,-0.25
AGP-1677,Technology,Assistant,CrewAI,Pilot,Loop Error,0.77,4679,0.25
AGP-1678,Retail,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.365,7400,0.45
AGP-1679,Government,Assistant,LangGraph,Abandoned,Cost Overrun,0.678,4235,-1.11
AGP-1680,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.403,6887,0.45
AGP-1681,Insurance,Assistant,CrewAI,Pilot,Security Violation,0.845,4871,0.59
AGP-1682,Energy,Autonomous,AutoGPT 3.0,Pilot,Schema Drift,0.044,1941,0.87
AGP-1683,Insurance,Assistant,CrewAI,Pilot,Cost Overrun,0.681,4273,-0.2
AGP-1684,Healthcare,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.842,5823,-1.22
AGP-1685,Finance,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.419,7235,-0.57
AGP-1686,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.311,4831,-0.8
AGP-1687,Manufacturing,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.205,7538,-1.71
AGP-1688,Manufacturing,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.017,4624,-0.83
AGP-1689,Technology,Autonomous,CrewAI,Abandoned,Cost Overrun,0.082,5559,-0.41
AGP-1690,Retail,Assistant,CrewAI,Production,,0.654,5327,3.29
AGP-1691,Insurance,Autonomous,CrewAI,Pilot,Cost Overrun,0.181,3986,1.03
AGP-1692,Government,Assistant,LangGraph,Pilot,Security Violation,0.899,4413,-0.18
AGP-1693,Healthcare,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.681,6677,0.54
AGP-1694,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.708,19312,-0.1
AGP-1695,Technology,Autonomous,CrewAI,Production,,0.25,4410,1.83
AGP-1696,Manufacturing,Assistant,LangGraph,Pilot,Cost Overrun,0.823,3479,1.11
AGP-1697,Healthcare,Autonomous,LangGraph,Abandoned,Schema Drift,0.146,2112,-0.35
AGP-1698,Insurance,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.509,5204,0.6
AGP-1699,Telecom,Autonomous,CrewAI,Pilot,Schema Drift,0.094,4492,0.16
AGP-1700,Technology,Autonomous,CrewAI,Production,,0.104,6365,3.61
AGP-1701,Government,Autonomous,LangGraph,Pilot,Schema Drift,0.143,5813,0.94
AGP-1702,Telecom,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.218,7256,-1.74
AGP-1703,Legal,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.075,8538,1.78
AGP-1704,Technology,Assistant,LangGraph,Pilot,Security Violation,0.811,4748,-0.29
AGP-1705,Retail,Assistant,CrewAI,Pilot,Loop Error,0.79,6140,1.45
AGP-1706,Telecom,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.322,3037,0.11
AGP-1707,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.17,5114,-0.63
AGP-1708,Retail,Autonomous,CrewAI,Pilot,Schema Drift,0.051,4720,1.14
AGP-1709,Government,Assistant,CrewAI,Pilot,Loop Error,0.7,3068,-0.04
AGP-1710,Healthcare,Autonomous,LangGraph,Abandoned,Cost Overrun,0.093,2945,0.03
AGP-1711,Insurance,Assistant,LangGraph,Abandoned,Loop Error,0.542,5474,-0.97
AGP-1712,Retail,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.793,5763,0.74
AGP-1713,Telecom,Assistant,LangGraph,Pilot,Security Violation,0.773,2471,1.71
AGP-1714,Government,Autonomous,CrewAI,Pilot,Schema Drift,0.269,5280,1.23
AGP-1715,Legal,Assistant,CrewAI,Pilot,Loop Error,0.851,4578,0.66
AGP-1716,Insurance,Autonomous,AutoGPT 3.0,Abandoned,Schema Drift,0.439,8572,-1.3
AGP-1717,Legal,Assistant,CrewAI,Abandoned,Schema Drift,0.679,1630,0.42
AGP-1718,Technology,Autonomous,AutoGPT 3.0,Abandoned,Schema Drift,0.267,7312,-1.22
AGP-1719,Technology,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.402,4086,-0.2
AGP-1720,Energy,Assistant,CrewAI,Pilot,Loop Error,0.537,3314,1.5
AGP-1721,Finance,Autonomous,LangGraph,Abandoned,Cost Overrun,0.383,4248,-0.66
AGP-1722,Healthcare,Autonomous,LangGraph,Pilot,Schema Drift,0.022,4412,1.83
AGP-1723,Technology,Autonomous,LangGraph,Pilot,Security Violation,0.07,5145,-0.01
AGP-1724,Manufacturing,Autonomous,LangGraph,Abandoned,Loop Error,0.314,4416,-0.81
AGP-1725,Manufacturing,Autonomous,CrewAI,Pilot,Cost Overrun,0.655,5114,0.04
AGP-1726,Finance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.699,5629,-0.77
AGP-1727,Legal,Assistant,LangGraph,Abandoned,Loop Error,0.642,3351,-0.26
AGP-1728,Government,Autonomous,LangGraph,Abandoned,Loop Error,0.119,3396,-0.57
AGP-1729,Finance,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.748,8122,-1.0
AGP-1730,Retail,Autonomous,CrewAI,Pilot,Security Violation,0.166,6101,1.89
AGP-1731,Telecom,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.109,6969,0.89
AGP-1732,Finance,Autonomous,CrewAI,Abandoned,Cost Overrun,0.541,2851,0.03
AGP-1733,Insurance,Assistant,AutoGPT 3.0,Production,,0.643,7371,2.78
AGP-1734,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Schema Drift,0.255,9326,-0.71
AGP-1735,Government,Autonomous,LangGraph,Pilot,Security Violation,0.116,3617,0.53
AGP-1736,Insurance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.24,7174,0.49
AGP-1737,Government,Assistant,LangGraph,Pilot,Cost Overrun,0.832,4177,0.73
AGP-1738,Healthcare,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.22,5644,0.1
AGP-1739,Manufacturing,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.731,7099,-0.52
AGP-1740,Insurance,Assistant,LangGraph,Abandoned,Schema Drift,0.705,4863,-1.23
AGP-1741,Healthcare,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.411,5233,-0.55
AGP-1742,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.303,7649,-0.24
AGP-1743,Finance,Assistant,LangGraph,Pilot,Security Violation,0.675,4277,0.2
AGP-1744,Telecom,Assistant,LangGraph,Pilot,Cost Overrun,0.683,1887,0.87
AGP-1745,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.715,3050,0.73
AGP-1746,Technology,Autonomous,LangGraph,Production,,0.23,4465,2.79
AGP-1747,Insurance,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.181,7245,1.23
AGP-1748,Manufacturing,Autonomous,CrewAI,Pilot,Cost Overrun,0.045,4176,1.02
AGP-1749,Retail,Autonomous,CrewAI,Abandoned,Schema Drift,0.076,5171,-0.66
AGP-1750,Retail,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.618,8852,-0.9
AGP-1751,Technology,Autonomous,LangGraph,Pilot,Schema Drift,0.24,5460,1.28
AGP-1752,Healthcare,Autonomous,LangGraph,Pilot,Security Violation,0.022,3705,1.57
AGP-1753,Government,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.01,7925,-0.9
AGP-1754,Energy,Assistant,AutoGPT 3.0,Abandoned,Schema Drift,0.763,6769,-0.76
AGP-1755,Legal,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.169,4857,0.02
AGP-1756,Manufacturing,Autonomous,LangGraph,Pilot,Loop Error,0.664,4107,-0.21
AGP-1757,Finance,Autonomous,AutoGPT 3.0,Production,,0.212,7581,0.65
AGP-1758,Telecom,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.954,8891,-1.23
AGP-1759,Government,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.803,5564,1.63
AGP-1760,Government,Autonomous,LangGraph,Pilot,Schema Drift,0.321,3024,1.2
AGP-1761,Legal,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.623,4309,-0.38
AGP-1762,Healthcare,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.548,4667,0.46
AGP-1763,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Schema Drift,0.418,3789,0.13
AGP-1764,Finance,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.269,4865,-1.2
AGP-1765,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.653,3761,0.81
AGP-1766,Finance,Assistant,CrewAI,Abandoned,Schema Drift,0.851,2761,-0.28
AGP-1767,Telecom,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.693,6468,0.02
AGP-1768,Finance,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.395,6790,-0.95
AGP-1769,Finance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Security Violation,0.533,11400,-1.29
AGP-1770,Energy,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.238,2451,-0.31
AGP-1771,Technology,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.404,6486,1.97
AGP-1772,Insurance,Assistant,CrewAI,Abandoned,Loop Error,0.374,5318,0.34
AGP-1773,Technology,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.537,6443,-0.44
AGP-1774,Government,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.314,11702,-0.62
AGP-1775,Technology,Autonomous,CrewAI,Production,,0.408,5460,2.81
AGP-1776,Manufacturing,Autonomous,LangGraph,Pilot,Loop Error,0.139,2068,1.41
AGP-1777,Technology,Assistant,LangGraph,Abandoned,Cost Overrun,0.745,3690,0.17
AGP-1778,Retail,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.638,8177,-0.17
AGP-1779,Legal,Autonomous,LangGraph,Pilot,Loop Error,0.681,2800,0.66
AGP-1780,Retail,Assistant,CrewAI,Abandoned,Schema Drift,0.961,981,-0.66
AGP-1781,Healthcare,Autonomous,LangGraph,Abandoned,Security Violation,0.437,2805,-0.41
AGP-1782,Insurance,Assistant,LangGraph,Abandoned,Loop Error,0.688,5762,-0.4
AGP-1783,Healthcare,Assistant,CrewAI,Pilot,Schema Drift,0.748,4241,1.05
AGP-1784,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.16,4007,0.35
AGP-1785,Healthcare,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.739,7394,-0.45
AGP-1786,Energy,Autonomous,CrewAI,Pilot,Schema Drift,0.195,4132,-0.08
AGP-1787,Legal,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.278,9628,-0.38
AGP-1788,Technology,Autonomous,CrewAI,Production,,0.549,3184,1.57
AGP-1789,Energy,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.585,11087,1.1
AGP-1790,Finance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.789,5265,2.1
AGP-1791,Insurance,Autonomous,LangGraph,Pilot,Security Violation,0.136,2658,-0.0
AGP-1792,Legal,Autonomous,LangGraph,Abandoned,Loop Error,0.134,3646,-0.66
AGP-1793,Healthcare,Autonomous,CrewAI,Abandoned,Cost Overrun,0.23,3549,-0.29
AGP-1794,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.774,4149,0.89
AGP-1795,Government,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.762,8532,-0.29
AGP-1796,Legal,Assistant,CrewAI,Pilot,Cost Overrun,0.371,1065,-0.39
AGP-1797,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.697,9065,-0.91
AGP-1798,Healthcare,Assistant,LangGraph,Abandoned,Loop Error,0.734,3899,-0.58
AGP-1799,Manufacturing,Assistant,CrewAI,Production,,0.85,5810,3.05
AGP-1800,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.952,3351,-1.13
AGP-1801,Technology,Assistant,LangGraph,Abandoned,Loop Error,0.681,3850,-0.44
AGP-1802,Technology,Assistant,CrewAI,Pilot,Loop Error,0.676,3495,1.79
AGP-1803,Finance,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.472,6620,0.59
AGP-1804,Technology,Assistant,LangGraph,Production,,0.882,4767,2.76
AGP-1805,Technology,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.259,4247,0.36
AGP-1806,Technology,Autonomous,AutoGPT 3.0,Production,,0.31,10350,2.24
AGP-1807,Finance,Assistant,CrewAI,Abandoned,Security Violation,0.873,1643,-0.37
AGP-1808,Retail,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.477,10725,0.13
AGP-1809,Retail,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.778,3810,1.4
AGP-1810,Finance,Assistant,AutoGPT 3.0,Production,,0.556,9056,3.43
AGP-1811,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.645,4947,0.36
AGP-1812,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.63,9426,0.28
AGP-1813,Insurance,Autonomous,LangGraph,Pilot,Loop Error,0.17,4444,0.22
AGP-1814,Healthcare,Multi-agent Swarm,LangGraph,Production,,0.809,7178,1.39
AGP-1815,Energy,Autonomous,CrewAI,Pilot,Loop Error,0.623,4859,0.15
AGP-1816,Manufacturing,Assistant,LangGraph,Abandoned,Cost Overrun,0.624,2730,-0.7
AGP-1817,Insurance,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.33,9660,-1.56
AGP-1818,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.419,7408,-1.19
AGP-1819,Manufacturing,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.515,6224,0.67
AGP-1820,Technology,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.574,7038,1.46
AGP-1821,Government,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.677,6166,-0.36
AGP-1822,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.776,9548,-0.29
AGP-1823,Manufacturing,Assistant,CrewAI,Pilot,Schema Drift,0.827,4143,0.6
AGP-1824,Technology,Autonomous,LangGraph,Abandoned,Schema Drift,0.419,3833,-0.3
AGP-1825,Insurance,Autonomous,CrewAI,Pilot,Schema Drift,0.262,5469,1.65
AGP-1826,Finance,Assistant,CrewAI,Production,,0.755,8858,1.74
AGP-1827,Manufacturing,Autonomous,LangGraph,Production,,0.506,5159,2.01
AGP-1828,Retail,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.938,8838,-0.19
AGP-1829,Government,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.188,6973,0.33
AGP-1830,Manufacturing,Multi-agent Swarm,CrewAI,Production,,0.561,8044,1.89
AGP-1831,Retail,Autonomous,CrewAI,Abandoned,Security Violation,0.183,3408,-0.22
AGP-1832,Telecom,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.592,10140,-0.36
AGP-1833,Retail,Autonomous,LangGraph,Pilot,Cost Overrun,0.411,4450,0.07
AGP-1834,Healthcare,Assistant,AutoGPT 3.0,Production,,0.869,6018,3.32
